"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"112";"NCT00804271";FALSE;TRUE;"";"";"";NA;325;TRUE;"10.1186/alzrt89";21914212;"https://www.ncbi.nlm.nih.gov/pubmed/21914212?dopt=Abstract";"Linked at the registration";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"113";"NCT01504048";TRUE;TRUE;"22057822,31601615,34062566,34139774,34715702,35626310";"22057822";"linked_at_registration,pubmed_enhanced";NA;4000;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"114";"NCT01549015";TRUE;TRUE;"23165723,26597322,27538463,30961665,31842585";"26597322";"pubmed_naive,pubmed_enhanced";NA;1789;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"115";"NCT01411566";FALSE;TRUE;"";"";"";NA;1207;TRUE;"10.3238/arztebl.2015.0683";26554316;"https://www.ncbi.nlm.nih.gov/pubmed/?term=26554316";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"116";"NCT03393156";FALSE;TRUE;"34283004";"";"";NA;3600;TRUE;"10.1080/16506073.2021.1937695";34283004;"https://www.tandfonline.com/doi/full/10.1080/16506073.2021.1937695";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"117";"NCT03120156";FALSE;TRUE;"";"";"";NA;2488;TRUE;NA;NA;"https://www.ostechnik.de/91-onlineartikel/5252-sensomotorische-schuheinlagen-zur-reduktion-der-sturzgefahr-bei-sturzgefaehrdeten-aelteren-menschen";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"118";"NCT01329601";TRUE;TRUE;"27834778,28372325,28372326,29792873";"28372326";"pubmed_enhanced";NA;1722;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"119";"NCT00215683";FALSE;TRUE;"20110043,27934549,28660498,30642765,32742930,34396210";"";"";NA;1372;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"120";"NCT01809847";TRUE;TRUE;"24291784,26306923,29528122,29532914";"29528122";"google_scholar";NA;2833;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"121";"NCT02733939";TRUE;TRUE;"28183323,33267856,33417236,33812389,35425752";"33267856";"google_scholar";NA;4573;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"122";"NCT00791141";FALSE;TRUE;"31165040";"";"";NA;313;TRUE;"10.1007/s00066-013-0378-2";23824104;NA;"Linked at the registration";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"123";"NCT02057146";TRUE;TRUE;"26668748";"26668748";"linked_at_registration,pubmed_enhanced";NA;4878;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"124";"NCT02104882";TRUE;TRUE;"25428586,25535398,29518210,30659892,32653731";"25535398,30659892";"linked_at_registration,google_scholar,nct_match";NA;2972;FALSE;NA;NA;NA;NA;FALSE;2016;"iv";FALSE;FALSE;NA;NA
"125";"NCT04919785";FALSE;TRUE;"36240634,36824668";"";"";NA;3543;TRUE;"10.1016/j.wneu.2021.01.097";33540102;"https://www.sciencedirect.com/science/article/pii/S1878875021001285?via%3Dihub";"Linked at the registration";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"126";"NCT01382147";TRUE;TRUE;"22649106,24816240,30337300,31201358,32231256";"24816240";"linked_at_registration,pubmed_naive,nct_match";NA;3051;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"127";"NCT03550274";FALSE;TRUE;"";"";"";NA;4848;TRUE;"10.1101/2022.01.31.22269313";NA;"https://www.medrxiv.org/content/10.1101/2022.01.31.22269313v1.full-text";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;NA;NA
"128";"NCT01705392";TRUE;TRUE;"23608446,29610292,31989465,34166551";"31989465";"pubmed_enhanced";NA;4385;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"129";"NCT03661593";TRUE;TRUE;"30997403,31773911,32323909,32558241,34012882";"32323909";"pubmed_naive";NA;4762;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"130";"NCT01238107";FALSE;TRUE;"24572835,25056249,27386169,28751550";"";"";NA;1148;TRUE;"10.1002/jcsm.12126";27386169;"http://onlinelibrary.wiley.com/doi/10.1002/jcsm.12126/full";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"131";"NCT02792400";FALSE;TRUE;"32994273,33004472";"";"";NA;4515;TRUE;"10.2337/db20-0369";33004472;"https://diabetesjournals.org/diabetes/article/69/12/2619/16248/The-Role-of-Glucagon-in-the-Acute-Therapeutic";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"132";"NCT03374878";FALSE;TRUE;"";"";"";NA;3613;TRUE;"10.3389/fphys.2019.00824";31312144;"https://www.frontiersin.org/articles/10.3389/fphys.2019.00824/full";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"133";"NCT01684150";FALSE;TRUE;"25039449,29724899,32376390";"";"";NA;2697;TRUE;"10.1182/blood-2017-12-818948";29724899;"https://ashpublications.org/blood/article/131/24/2661/37193/The-DOT1L-inhibitor-pinometostat-reduces-H3K79";"Linked at the registration";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"134";"NCT01880970";FALSE;TRUE;"28096702";"";"";NA;1312;TRUE;"10.1038/pr.2016.270";28002391;"https://www.ncbi.nlm.nih.gov/pubmed/28002391";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"135";"NCT01270126";FALSE;TRUE;"22342908,22349567";"";"";NA;575;TRUE;"10.3233/rnn-2011-0624";22124039;"http://content.iospress.com/download/restorative-neurology-and-neuroscience/rnn624?id=restorative-neurology-and-neuroscience%2Frnn624";"Linked at the registration";TRUE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"136";"NCT00810095";FALSE;TRUE;"23839344,28366058,29960666";"";"";NA;1503;FALSE;NA;NA;NA;NA;TRUE;2011;"iv";FALSE;TRUE;NA;NA
"137";"NCT00638209";FALSE;TRUE;"";"";"";NA;902;TRUE;NA;NA;"http://www.sciencedirect.com/science/article/pii/S0168822711700134";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"138";"NCT00749723";FALSE;TRUE;"19025795,32826850,32902137";"";"";NA;1922;TRUE;"10.1371/journal.pone.0227693";31971950;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6977734/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"139";"NCT01635608";FALSE;TRUE;"";"";"";NA;1265;TRUE;NA;NA;"http://d-nb.info/1037829050/34";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;NA;NA
"140";"NCT01111448";TRUE;TRUE;"22278686,23079065,23841999,27714772";"27714772";"pubmed_naive,google_scholar";NA;1885;FALSE;NA;NA;"http://www.bloodjournal.org/content/122/21/2808.short?sso-checked=true";"Other";FALSE;2014;"iv";FALSE;FALSE;NA;NA
"141";"NCT02297334";FALSE;TRUE;"";"";"";NA;2263;TRUE;NA;NA;"https://ediss.sub.uni-hamburg.de/volltexte/2019/9543/pdf/Dissertation.pdf";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"142";"NCT02640846";TRUE;TRUE;"31361336";"31361336";"google_scholar";NA;4962;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"143";"NCT02976532";FALSE;TRUE;"";"";"";NA;2316;TRUE;"10.1002/jor.23579";28419537;"https://pubmed.ncbi.nlm.nih.gov/28419537/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"144";"NCT00531726";FALSE;TRUE;"22960512,24012926,25994959,26802505,29161674,29697875,31410866";"";"";NA;880;TRUE;"10.1016/j.expneurol.2013.08.017";24012926;"http://www.sciencedirect.com/science/article/pii/S0014488613002574?via%3Dihub";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"145";"NCT01782365";FALSE;TRUE;"";"";"";NA;2065;TRUE;"10.1523/jneurosci.0260-17.2017";28637840;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6705731/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"146";"NCT02982408";FALSE;TRUE;"30479381,33669364,34769081,35212643";"";"";NA;4252;TRUE;"10.1530/eje-21-1221";35212643;"https://doi.org/10.1530/eje-21-1221";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"147";"NCT01618513";FALSE;TRUE;"25925240,26475495,27466699";"";"";NA;4218;TRUE;"10.1530/EJE-17-0546";28993415;"https://eje.bioscientifica.com/view/journals/eje/178/1/EJE-17-0546.xml";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"148";"NCT02924103";FALSE;TRUE;"33118499";"";"";NA;4311;TRUE;"10.4193/RHINOL/20.022";NA;"http://doi.org/10.4193/RHINOL/20.022";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"149";"NCT00996229";TRUE;TRUE;"21816137,23756280,25625901,26890759,27511061,32877730";"26890759";"google_scholar";NA;1590;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"150";"NCT01238835";FALSE;TRUE;"20552301,25788234";"";"";NA;1149;TRUE;"10.1093/ejcts/ezr325";22293620;"https://www.ncbi.nlm.nih.gov/pubmed/22293620";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"151";"NCT01298830";TRUE;TRUE;"21767114,23231457,26382859,28279740,28464772";"26382859";"google_scholar";NA;1714;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"152";"NCT01103284";FALSE;TRUE;"23099265,23194064,23574316,29765386";"";"";NA;2217;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2009-015929-37/results";"Systematic Google search";TRUE;2014;"iv";FALSE;TRUE;NA;NA
"153";"NCT02535741";FALSE;TRUE;"23052114,24974301,25865811,26748405,32030503";"";"";NA;1863;FALSE;NA;NA;NA;NA;TRUE;2016;"iv";FALSE;TRUE;NA;NA
"154";"NCT02364986";TRUE;TRUE;"26392348,28338065";"26392348";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;2772;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"155";"NCT02902861";FALSE;TRUE;"29410723";"";"";NA;2611;TRUE;"10.1016/s0140-6736(16)32127-4";28012564;"https://pubmed.ncbi.nlm.nih.gov/28012564/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"156";"NCT02046915";FALSE;TRUE;"";"";"";NA;2667;TRUE;"10.1038/s41408-019-0206-8";30962424;"https://www.nature.com/articles/s41408-019-0206-8";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"157";"NCT02750293";FALSE;TRUE;"28027911,28207791,29255909,29868916,30472553,30510695,30702805,30959189,31765401,31841507,34881361";"";"";NA;4559;TRUE;"10.1016/j.numecd.2017.12.006";29395637;"https://doi.org/10.1016/j.numecd.2017.12.006";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"158";"NCT00199004";TRUE;TRUE;"19100369,20660823,20680526";"19100369,20660823";"pubmed_naive";NA;1369;FALSE;NA;NA;NA;NA;FALSE;2009;"iv";FALSE;FALSE;NA;NA
"159";"NCT01010243";FALSE;TRUE;"31814555";"";"";NA;1036;TRUE;NA;NA;"http://www.bloodjournal.org/content/120/21/5029?sso-checked=true";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;NA;NA
"160";"NCT02836665";FALSE;TRUE;"";"";"";NA;1934;TRUE;"10.1007/s11739-020-02323-1";32248403;"https://link.springer.com/article/10.1007/s11739-020-02323-1";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"161";"NCT01703832";FALSE;TRUE;"26247781";"";"";NA;1285;TRUE;"10.1016/j.lfs.2015.12.058";26772822;"https://www.ncbi.nlm.nih.gov/pubmed/26772822";"Systematic Google search";TRUE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"162";"NCT02342509";FALSE;TRUE;"";"";"";NA;1989;TRUE;"10.1186/cc14575";NA;"https://link.springer.com/article/10.1186/cc14575";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"163";"NCT01181401";FALSE;TRUE;"21134823";"";"";NA;1114;TRUE;"10.1007/s00106-016-0243-6";27624903;NA;"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"164";"NCT02301585";FALSE;TRUE;"27030514";"";"";NA;3729;TRUE;"10.24015/JAPM.2017.0049";NA;"http://dx.doi.org/10.24015/JAPM.2017.0049";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"165";"NCT01767545";FALSE;TRUE;"";"";"";NA;1296;TRUE;"10.1038/eye.2013.79";23598674;"https://www.ncbi.nlm.nih.gov/pubmed/23598674";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"166";"NCT02554318";FALSE;TRUE;"29514283";"";"";NA;2215;TRUE;NA;NA;"http://geb.uni-giessen.de/geb/volltexte/2016/12027/pdf/SetiawanBudhi_2016_03_24.pdf";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"167";"NCT02916576";FALSE;TRUE;"";"";"";NA;2690;TRUE;"10.1007/s13300-018-0392-6";29502304;"https://link.springer.com/article/10.1007%2Fs13300-018-0392-6";"Linked at the registration";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"168";"NCT04410497";FALSE;TRUE;"";"";"";NA;4048;TRUE;"10.1016/j.burns.2019.04.004";31230798;"https://doi.org/10.1016/j.burns.2019.04.004";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"169";"NCT01394367";TRUE;TRUE;"26231884,29966639,33765679";"26231884,33765679";"google_scholar";NA;2961;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"170";"NCT02448316";TRUE;TRUE;"32006073";"32006073";"google_scholar";NA;3429;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"171";"NCT02455648";TRUE;TRUE;"28408991,33205833";"28408991";"linked_at_registration,pubmed_enhanced";NA;3417;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"172";"NCT02301000";FALSE;TRUE;"26031678,26031687,29435314,29860912,30354950,31525517,31907166,32421761,35888994,36215714,36307178";"";"";NA;3728;TRUE;"10.1056/NEJMc1803103";NA;"https://www.nejm.org/doi/full/10.1056/NEJMc1803103";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"173";"NCT01822210";FALSE;TRUE;"25143365,26791481,31330822,33322770,33392191,33598644,35858206,36056202";"";"";NA;4595;TRUE;"10.1016/j.isci.2021.102091";33598644;"https://www.cell.com/iscience/fulltext/S2589-0042(21)00059-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2589004221000596%3Fshowall%3Dtrue";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;TRUE
"174";"NCT00337519";FALSE;TRUE;"22649104";"";"";NA;837;TRUE;"10.1016/j.bbmt.2011.12.041";NA;"http://www.bbmt.org/article/S1083-8791(11)00601-X/fulltext";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;NA;NA
"175";"NCT02912598";FALSE;TRUE;"28018809,29554712";"";"";NA;2436;TRUE;NA;NA;"https://d-nb.info/1141230399/34";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"176";"NCT01037881";TRUE;TRUE;"24984230,27165566,29216643,29376435,29546543,30401319,32738970";"24984230,29546543";"pubmed_enhanced";NA;1608;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"177";"NCT01600573";FALSE;TRUE;"24648773,25418060,26559739,27058837,28931648";"";"";NA;1945;TRUE;"10.1200/jco.2018.36.15_suppl.e17553";NA;"https://ascopubs.org/doi/abs/10.1200/JCO.2018.36.15_suppl.e17553";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"178";"NCT02717910";FALSE;TRUE;"";"";"";NA;4598;TRUE;"10.1016/j.ijmedinf.2018.02.013";29602430;"https://www-sciencedirect-com.mime.uit.no/science/article/pii/S1386505618300911?via%3Dihub";"Other";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"179";"NCT04892992";FALSE;TRUE;"31190823,33318808";"";"";NA;3533;TRUE;"10.21203/rs.3.rs-557545/v1";NA;"http://doi.org/10.21203/rs.3.rs-557545/v1";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"180";"NCT03453437";FALSE;TRUE;"34955971,35959045";"";"";NA;3561;TRUE;"10.3389/fpsyg.2021.751294";34955971;"https://www.frontiersin.org/articles/10.3389/fpsyg.2021.751294/full";"Linked at the registration";FALSE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"181";"NCT01363479";FALSE;TRUE;"27000465,27873176,29722791,29794499,30576544,30968588,31161436,31404621,32162813,32567124,33260048";"";"";NA;620;TRUE;"10.1007/s00520-015-2657-1";25724407;NA;"Linked at the registration";TRUE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"182";"NCT02475421";FALSE;TRUE;"27322465,34702780";"";"";NA;3406;TRUE;"10.2337/db21-0024";34957488;"https://diabetesjournals.org/diabetes/article/71/1/73/139082/Glucagon-Clearance-Is-Preserved-in-Type-2-Diabetes";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"183";"NCT04258540";FALSE;TRUE;"31140100,34853859,35064741";"";"";NA;4092;TRUE;"10.1080/21642850.2020.1843466";34040886;"https://doi.org/10.1080/21642850.2020.1843466";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"184";"NCT00839059";TRUE;TRUE;"30171028";"30171028";"pubmed_enhanced";NA;1880;FALSE;NA;NA;"http://www.bloodjournal.org/content/116/21/3297";"Other";FALSE;2011;"iv";FALSE;FALSE;NA;NA
"185";"NCT03753841";FALSE;TRUE;"";"";"";NA;2214;TRUE;"10.1080/17549507.2020.1744727";32245331;"https://pubmed.ncbi.nlm.nih.gov/32245331/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"186";"NCT01515397";TRUE;TRUE;"31034525";"31034525";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1782;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"187";"NCT01046799";TRUE;TRUE;"20614442,21656655,32367631,32605776";"32367631,32605776";"pubmed_naive";NA;2946;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"188";"NCT03573934";TRUE;TRUE;"33852173,34153529,34995796,36441432,36651162,36754130,36824052";"34995796,36651162";"pubmed_enhanced,google_scholar,pubmed_naive";NA;4808;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"189";"NCT02724592";FALSE;TRUE;"28892645,28991958";"";"";NA;2234;TRUE;"10.1177/0022034517730531";28892645;"https://pubmed.ncbi.nlm.nih.gov/28892645/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"190";"NCT01963793";FALSE;TRUE;"31102542";"";"";NA;1942;TRUE;"10.2340/00015555-2780";28853492;"https://pubmed.ncbi.nlm.nih.gov/28853492/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"191";"NCT01412190";TRUE;TRUE;"24002145";"24002145";"pubmed_naive";NA;1760;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"192";"NCT01439958";FALSE;TRUE;"24415653,25423590";"";"";NA;1215;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-004304-38/results";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"193";"NCT01644019";TRUE;TRUE;"33093557";"33093557";"pubmed_enhanced";NA;1820;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"194";"NCT02863549";TRUE;TRUE;"29929618,30594510,31178930,31761655,32248715";"30594510";"pubmed_enhanced";NA;3030;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"195";"NCT00690612";FALSE;TRUE;"20860416";"";"";NA;1458;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"196";"NCT03116451";FALSE;TRUE;"32327936,34130667,34968333,35155772";"";"";NA;4077;TRUE;"10.1186/s12912-020-00423-z";32327936;"https://doi.org/10.1186/s12912-020-00423-z";"Linked at the registration";FALSE;2017;"nordic";FALSE;TRUE;FALSE;TRUE
"197";"NCT02021942";FALSE;TRUE;"25411417,27992479,28027106,30327246";"";"";NA;2723;FALSE;NA;NA;NA;NA;TRUE;2015;"iv";FALSE;TRUE;NA;NA
"198";"NCT01347567";FALSE;TRUE;"23743486,25215348";"";"";NA;1965;TRUE;"10.1002/ejhf.1053";29314505;"https://onlinelibrary.wiley.com/doi/full/10.1002/ejhf.1053";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"199";"NCT03146832";FALSE;TRUE;"";"";"";NA;2474;TRUE;"10.1007/s10608-019-10070-7";NA;"https://www.springermedizin.de/evaluation-of-exposure-instructions-to-pain-should-therapist-foc/17955584";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"200";"NCT01246752";TRUE;TRUE;"25547501,28945881,29289481";"25547501,28945881,29289481";"google_scholar";NA;2834;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"201";"NCT01791790";FALSE;TRUE;"";"";"";NA;1925;TRUE;"10.1016/j.brs.2016.04.016";27247261;"https://pubmed.ncbi.nlm.nih.gov/27247261/";"Linked at the registration";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"202";"NCT03425929";FALSE;TRUE;"";"";"";NA;1996;TRUE;"10.1159/000496056";NA;"https://static1.squarespace.com/static/5e99fa9f3fa9f76f9cb19251/t/5ea36d9755121234097ef539/1587768728156/Scheele+et+al+2019+Psychotherapy+and+Psychosomatics.pdf";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"203";"NCT03391505";FALSE;TRUE;"31847267,33232191,35641971";"";"";NA;3601;TRUE;"10.1111/sms.13485";NA;"https://doi.org/10.1111/sms.13485";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"204";"NCT01090401";FALSE;TRUE;"";"";"";NA;1069;TRUE;"10.1111/pace.12171";23692262;"http://onlinelibrary.wiley.com/doi/10.1111/pace.12171/full";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"205";"NCT00938743";FALSE;TRUE;"28093662,28477289,29022125,29052031,33085721";"";"";NA;1021;TRUE;"10.1016/j.eurpsy.2012.08.001";23062837;"https://www.ncbi.nlm.nih.gov/pubmed/23062837";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"206";"NCT02321696";FALSE;TRUE;"31516727";"";"";NA;3751;TRUE;"10.1186/s40814-019-0490-x";31516727;"https://doi.org/10.1186%2Fs40814-019-0490-x";"Linked at the registration";FALSE;2017;"nordic";FALSE;TRUE;FALSE;TRUE
"207";"NCT01271790";FALSE;TRUE;"22837328,22869562,25847509";"";"";NA;1165;TRUE;"10.1002/hep.27053";24501005;"http://onlinelibrary.wiley.com/doi/10.1002/hep.27053/full";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"208";"NCT02452164";FALSE;TRUE;"30040525";"";"";NA;3423;TRUE;"10.1089/tmj.2018.0062";30040525;"https://www.liebertpub.com/doi/10.1089/tmj.2018.0062";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;TRUE
"209";"NCT00888095";TRUE;TRUE;"22028987,22349435,23844692,25098453";"22028987";"pubmed_naive";NA;1550;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"210";"NCT01363921";TRUE;TRUE;"26519693";"26519693";"pubmed_enhanced";NA;1738;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"211";"NCT01615172";TRUE;TRUE;"26113457";"26113457";"pubmed_enhanced";NA;2884;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"212";"NCT00711113";FALSE;TRUE;"";"";"";NA;1467;FALSE;NA;NA;NA;NA;TRUE;2011;"iv";FALSE;TRUE;NA;NA
"213";"NCT00905840";FALSE;TRUE;"";"";"";NA;1006;TRUE;"10.1111/j.1708-8208.2010.00324.x";21414131;"https://www.ncbi.nlm.nih.gov/pubmed/21414131";"Systematic Google search";TRUE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"214";"NCT02335697";FALSE;TRUE;"28801440";"";"";NA;3518;TRUE;"10.1136/bmjopen-2017-017506";28801440;"https://doi.org/10.1136/bmjopen-2017-017506";"Linked at the registration";FALSE;2016;"nordic";FALSE;TRUE;FALSE;TRUE
"215";"NCT01861951";FALSE;TRUE;"24041629,27387325,27918202,31409302";"";"";NA;2298;TRUE;"10.1186/s13063-016-1434-x";27387325;"https://pubmed.ncbi.nlm.nih.gov/27387325/";"Linked at the registration";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"216";"NCT00570713";FALSE;TRUE;"26503962,26898299,26973126,30333914,31463062";"";"";NA;1428;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"217";"NCT01768364";TRUE;TRUE;"29508048,33776335";"33776335";"pubmed_naive";NA;4450;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"218";"NCT01457833";TRUE;TRUE;"28230230,30345840";"28230230";"google_scholar";NA;1772;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"219";"NCT02675816";TRUE;TRUE;"27345949,27411337";"27411337";"pubmed_naive";NA;3021;FALSE;NA;NA;NA;NA;FALSE;2016;"iv";FALSE;FALSE;NA;NA
"220";"NCT02353858";TRUE;TRUE;"26754458,28747080,29134362,29658007,32039629";"26754458,28747080,29134362,32039629";"google_scholar,pubmed_naive";NA;3100;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"221";"NCT00796354";FALSE;TRUE;"23835436";"";"";NA;953;TRUE;"10.1038/ajg.2013.197";23835436;NA;"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;TRUE
"222";"NCT00933374";FALSE;TRUE;"22113129,22447503,22914698,24929024,25765871,26254343";"";"";NA;1019;TRUE;"10.1159/000376551";25765871;NA;"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
