nct_id,tool_results,has_error,tool_prompted_pmids,tool_result_pmids,tool_ident_steps,tool_truncated
NCT00815646,true,true,"24485632,26882910,30428240,32168388",26882910,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00583076,false,true,35068853,,,undefined
NCT03492476,false,true,null,,,undefined
NCT00151086,true,true,"11996476,15899211,16691618,17062685,20482847","11996476,15899211,16691618",pubmed_naive,undefined
NCT03329144,false,true,31999381,,,undefined
NCT05181124,false,true,null,,,undefined
NCT01495143,false,true,"32450805,33485668,35075782,36005609,38852644",,,undefined
NCT01580826,false,true,"37144153,37173652,37370287,37971784,38328919",,,undefined
NCT01645085,false,true,27858108,,,undefined
NCT03058107,false,true,"31029048,39178492,39288648,39366585,39432177,39503062",,,undefined
NCT01215539,true,true,"22408376,23091721,24307789,27468967,28735067,29302856,29855806,32305727",29855806,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04881877,false,true,36047060,,,undefined
NCT04153929,true,true,"37286802,38016699,38095657,38302593,38344678,38984948",38095657,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00604864,true,true,"18556683,19046127,19264712,22439891,25982890,29893860,31862211,34638667,36836166,38884026",18556683,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00858832,false,true,null,,,undefined
NCT01912716,true,true,"25579870,27160512,31780277,37751384,39225586,39244217,39246923,39291350,39322454,39389431,39500841",31780277,"linked_at_registration,google_scholar,nct_match",undefined
NCT00001656,true,true,"10630453,16818861,20238348,20502331,9549958","10630453,16818861,9549958","pubmed_enhanced,linked_at_registration",undefined
NCT00000215,false,true,null,undefined,,undefined
NCT01059019,true,true,"23132445,23380414,27026446,27815189,28532956",23132445,pubmed_naive,undefined
NCT00894556,true,true,"21078681,22078129,32631413",21078681,"linked_at_registration,pubmed_enhanced",undefined
NCT02856087,true,true,"29029049,38908927,38987667,39126872,39426719",29029049,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01666496,true,true,"26510775,27013483,27336205,28923788,36322217,37434701,37661161,37683047,37723500,37815773,37853731,37921851,37995115,39159161","26510775,27013483,28923788,37815773","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT01336933,true,true,"23786456,24456586,24510453,26576861,26627450,28094575,33310293,34132378",26627450,"linked_at_registration,pubmed_enhanced",undefined
NCT05831761,false,true,"26666113,30209962,36098062,38452387",,,undefined
NCT00472082,false,true,"23014771,36815120,37236401,37735044,37822449,38642711",,,undefined
NCT01928940,false,true,"24948110,25178978,25654738,26174532,27934549,29399853,32798788,38604810,38838764,39077795,39366752",,,undefined
NCT00821184,false,true,null,,,undefined
NCT01499186,true,true,"25992656,27409075",25992656,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01733329,true,true,"19133191,26534874,34008784,35188045",26534874,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04431102,true,true,34208859,34208859,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02919241,true,true,"32924725,35881822,37747276",35881822,google_scholar,undefined
NCT04721457,true,true,"33573696,35610479,35905275,36527332,37864275,38344534,38854325,39188493",36527332,"pubmed_enhanced,google_scholar",undefined
NCT00912197,true,true,"24715424,33183606",24715424,"linked_at_registration,google_scholar",undefined
NCT03104790,true,true,"30796267,31642899,32779850,33314126,33662023","31642899,33314126","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00498602,true,true,"19664366,22506132,24476230,25731629,26967206,27149269,27461865,28124589,28376794,28719360,28720101,39500576,39508716,39511895","25731629,26967206,28124589","pubmed_naive,google_scholar,linked_at_registration,nct_match",undefined
NCT03218098,true,true,"32379396,39447856",32379396,"google_scholar,nct_match",undefined
NCT00017511,false,true,34445613,,,undefined
NCT01300858,false,true,"23594171,25130295,25190142,26686079,27047675,31246328,37666302,37993172,39086115",,,undefined
NCT01794533,true,true,"25386212,38852396,39059038,39154316,39161682,39416797",25386212,google_scholar,undefined
NCT00000434,false,true,null,,,undefined
NCT03369093,true,true,"33136058,34947830",34947830,google_scholar,undefined
NCT02914977,false,true,"32313104,32795537,38418708,38910060,38950320,39047240,39091364,39110987,39418644",,,undefined
NCT03934060,true,true,"35150025,35326619,35846178,36277759,36425395,37605110,38174736,38491907,38586153,39333049",36425395,"pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT00639834,false,true,"19148218,23972423,26599379,26875450,28375452,30072987,38251590,38519817,38727535,39010815",,,undefined
NCT04687228,false,true,"39405723,39411852,39470177",,,undefined
NCT01549431,true,true,"23837578,24382114,26503877,27274274,30610196,32373151,32411240,33024443,39050886,39123441,39266530,39316272,39418309,39452950,39465249",30610196,"linked_at_registration,google_scholar,nct_match",undefined
NCT04499963,false,true,"33146995,34440204,34440788,34645313,36678841,36762798,37296571,37566979,38600725",,,undefined
NCT03609567,false,true,null,,,undefined
NCT02124330,false,true,"38992759,39060326,39275294,39330570",,,undefined
NCT02358655,true,true,"30502307,30902173,39190578,39230543,39344685",30502307,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04202224,false,true,"31340699,31500263",,,undefined
NCT00951392,true,true,"20399833,27829173,29657112,33007414,37919064",29657112,"linked_at_registration,google_scholar",undefined
NCT04601025,false,true,"36404566,36739539,37199339,39193653",,,undefined
NCT02715830,false,true,"38224376,38262274,38538297,39493832",,,undefined
NCT02826798,true,true,"27781101,27795304,29046308,32134478,34304928,34445434,35704747,38142214",38142214,google_scholar,undefined
NCT05457608,false,true,37545752,,,undefined
NCT04115332,true,true,32331460,32331460,pubmed_naive,undefined
NCT00430118,true,true,"18780832,19100368,20154213,21719599,21940824,22058224,22875627,23911702,26888258,26913693,29148893,29498923,31360884,31806872,36639636,37275738,38832423,38844578,38916500,39008716,39021218,39141058","18780832,20154213,21719599,21940824,22058224,22875627,23911702,26888258,29148893,31360884,36639636,37275738","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00529087,true,true,"21810165,26586963,26650429,33788162,34631030,36102822",33788162,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT05003778,true,true,"37018511,38085621,38920040,38920041,38934469,39073355,39074188",38085621,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT00583154,false,true,null,,,undefined
NCT01199926,true,true,"23034474,39339753,39397040,39443444,39479019",23034474,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00749879,false,true,null,,,undefined
NCT04357860,true,true,"32779201,33191263,33553708,34199506,34902262,35074571,35965490,36394425",34902262,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00353860,true,true,"23065508,23524640,29190496,39169621",23065508,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00548327,false,true,28100276,,,undefined
NCT02224690,true,true,"29395273,30368788,30515765,30740695,33797076,33825230,33942787,33997757,34287833,37052803,38938695","29395273,33797076,33825230,37052803","linked_at_registration,google_scholar,nct_match,pubmed_naive,pubmed_enhanced",undefined
NCT03619967,true,true,"32404409,33746512,33952675,36163641,38749887,39190469","33952675,36163641","pubmed_enhanced,google_scholar",undefined
NCT01553084,true,true,"26813210,30107419,31056710,31422759,32800078,32888230,33227549,33779203,35287166,35474254,37142273","26813210,30107419,31056710,32800078,32888230,33227549,35287166","linked_at_registration,google_scholar,nct_match",undefined
NCT00060307,true,true,"19884559,21763971,21861801,23190497,33818540,38428265,38459558,38520745,38753697,38988445",19884559,google_scholar,undefined
NCT00246987,false,true,null,,,undefined
NCT03908606,false,true,null,,,undefined
NCT04314726,false,true,"37571410,37836423,38542818,38621663,38802963",,,undefined
NCT00707122,true,true,"24635772,25023272,26571184,26847922,28411114,29787743,30261898,30973001,32409206,32585739,32686253,33636427,33741039,34825972,36907813","24635772,25023272,26571184,26847922,28411114,29787743,30261898,32409206,32585739,32686253,33636427,33741039,34825972,36907813","linked_at_registration,google_scholar,nct_match,pubmed_naive,pubmed_enhanced",undefined
NCT02926573,true,true,"29710075,30583095,33597807,39388522",29710075,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00084084,true,true,"25425121,34542871,35725623,37940383,38304433,39273698",25425121,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03077945,false,true,"30921496,32202813,33833087,35577517,39357020",,,undefined
NCT04869215,false,true,null,,,undefined
NCT00879437,true,true,"21115653,21362133,25066904,31748226,32285998,34923043,37030112,37114548,39514166","21362133,32285998","google_scholar,linked_at_registration,pubmed_enhanced,nct_match",undefined
NCT00606242,false,true,"23924233,24163441,35271735",,,undefined
NCT02857647,true,true,"29455404,37959337,38184475,38874701,39203733,39262138",29455404,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00214032,false,true,"22336841,32990945",,,undefined
NCT02276391,false,true,null,,,undefined
NCT03358355,false,true,"39223708,39239859,39245834,39248132,39423932,39495501",,,undefined
NCT00784056,false,true,null,,,undefined
NCT01184365,false,true,"25749602,30348221,36179422,37040170,37950406",,,undefined
NCT02786238,true,true,"29274893,31048247,31687166,32128242,33622505,34468973,34877006,38371174","32128242,33622505,34468973,34877006,38371174","google_scholar,pubmed_naive,pubmed_enhanced,nct_match",undefined
NCT00217529,false,true,"34636747,38339123,39413835",,,undefined
NCT02274285,true,true,"32307307,37286215,38593195,38655547,39264849,39376187",32307307,"linked_at_registration,pubmed_enhanced,google_scholar",undefined
NCT03697967,true,true,"35352277,37726014",37726014,"pubmed_enhanced,google_scholar",undefined
NCT00927082,true,true,"21701902,29520872,30972912","21701902,29520872","pubmed_enhanced,google_scholar",undefined
NCT01351415,true,true,"22889925,25154982,26629420,26828788,26916095,27856142,30026059,30177994,31077164,31350853,34498344,35190375,37160171",30177994,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02743754,false,true,null,,,undefined
NCT01467180,false,true,"26512883,28668175,36644345,37918366,39273741",,,undefined
NCT03630705,false,true,"34365870,35441968,35947774,37144288",,,undefined
NCT02709811,false,true,null,,,undefined
NCT00479648,false,true,24066003,,,undefined
NCT03311295,true,true,"31781576,32980535,34092173,34363280,39341613",34363280,google_scholar,undefined
NCT00826826,true,true,"24500243,25182250,27129624,28685598,28865890,30843038,32783051,37428246","25182250,27129624,28865890,30843038,37428246","google_scholar,pubmed_naive",undefined
NCT00693160,true,true,25599304,25599304,google_scholar,undefined
NCT05362500,false,true,"36795064,36800754,37014074,38385473,38628650,39509105",,,undefined
NCT01245101,true,true,"25462535,29378611,38983711,39259554,39476148",25462535,pubmed_enhanced,undefined
NCT00669227,true,true,"18678607,19853156,20211323,23834957,23896972,28194324,33388396,34718448,37003986,37328392,37480891,37495797,38740722","20211323,23896972","linked_at_registration,google_scholar,pubmed_enhanced,nct_match",undefined
NCT02628652,false,true,"30443641,30514364,32684251,36801916,37325818",,,undefined
NCT01255410,true,true,"22570186,27260872,28444226,31292250,34637935,35696580,36084851,37499668,37544710,38091535",28444226,google_scholar,undefined
NCT00946751,false,true,null,,,undefined
NCT02282722,true,true,"32672806,32777456,37625111,38744613,38851039,38907886,38941570,38954989,39155428,39271787,39371497","32672806,32777456","linked_at_registration,google_scholar,nct_match",undefined
NCT04226586,false,true,35757429,,,undefined
NCT00040261,false,true,"24552988,26724279,27914292,29178686,35847011,39502586",,,undefined
NCT00009178,false,true,null,,,undefined
NCT00806494,true,true,"20962511,22576329,23465055,23973522,24754814,27564470,27687744,27713646,28042791,29600400","22576329,23465055,23973522,27564470,29600400","google_scholar,pubmed_naive,pubmed_enhanced",undefined
NCT00335023,true,true,"17464587,17719365,18790675,19686225,20136791,21162725,24405687,25130704,25600160,34932836","17464587,21162725,24405687,25130704,25600160","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00340483,true,true,"18188742,24156515,26783292,27021824,34484520,37263111",18188742,pubmed_enhanced,undefined
NCT01700296,true,true,"27885969,35816213,36113167,36422082,37216955,38467310,38584174,39063652",36113167,google_scholar,undefined
NCT00865033,false,true,null,,,undefined
NCT00031837,false,true,"17192920,17660490,18322417,19055847,21425133,21989534,22773799,23111863,23849978,33337539",,,undefined
NCT00276887,false,true,"30368076,30758698,32516123,33270388,36231406",,,undefined
NCT05314894,false,true,null,,,undefined
NCT00214318,false,true,null,,,undefined
NCT01514487,false,true,26426736,,,undefined
NCT03137173,true,true,"30373807,31106600,31364337,31553250,32179519,32897367,32982335,33842980,33960817,33971788,34439070,34610820,36499576,38863433","32897367,32982335","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04867356,false,true,null,,,undefined
NCT06104098,false,true,"37659215,38144944,38552818,38692732,39208497",,,undefined
NCT01637545,false,true,"38978716,39031929,39031931,39161807",,,undefined
NCT03300544,false,true,"32071116,33255871,33738818,34048686,35638418,37435204,38589512,39477323,39506835",,,undefined
NCT00801710,false,true,null,,,undefined
NCT04030598,true,true,"33423210,35294812,38009241,38020288",35294812,"linked_at_registration,pubmed_naive,nct_match",undefined
NCT04647032,true,true,37156876,37156876,"pubmed_enhanced,google_scholar",undefined
NCT02413866,true,true,"29438540,33644759,36091485,38140746","29438540,33644759","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03019965,false,true,"38021371,39097265",,,undefined
NCT02429206,false,true,null,,,undefined
NCT00024232,false,true,"32532924,33015525,38527096,38674197,38712285,38782459,38862617,38905345,38940841,38949888",,,undefined
NCT04545476,true,true,"34544751,35047540,35169876,35617084,37647156,38762202",37647156,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00565747,true,true,"22461004,23380186,24145118,32274634,32672358","23380186,32274634","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00880334,true,true,"20534389,21278220,22184381,24890652,28993132,30665685,37415164",22184381,"linked_at_registration,google_scholar",undefined
NCT00509613,false,true,"18302534,39084553",,,undefined
NCT02522455,false,true,null,,,undefined
NCT00283920,false,true,"18067245,19119848",,,undefined
NCT02699424,true,true,"32613088,34258401,34702645,35024944,35873652,38988806","34258401,35873652","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00722046,false,true,"19751918,21501112,21592055,22045481,22506132,22631613,24445401,24490853,28376794,34228825,36803816,39430949",,,undefined
NCT01592799,true,true,"25705380,28363360,32289043","28363360,32289043","pubmed_naive,google_scholar,nct_match",undefined
NCT01419457,false,true,"22440914,32360327,33336316",,,undefined
NCT00180453,true,true,"20129545,21443551,21563288,23517836,24746650","21443551,21563288,23517836,24746650","pubmed_naive,google_scholar,linked_at_registration,nct_match",undefined
NCT03688022,false,true,"36840969,37078227,39367654",,,undefined
NCT04425343,true,true,"34008792,38361577,38370454,38389967,39007083",34008792,google_scholar,undefined
NCT00352131,false,true,"23477784,29768067,30272043,31215038,36472102",,,undefined
NCT01745172,true,true,"26051925,27528067,27766316,29332196","26051925,27766316",google_scholar,undefined
NCT00129038,false,true,null,,,undefined
NCT01434108,true,true,"23751856,27803737","23751856,27803737","pubmed_naive,google_scholar",undefined
NCT03130257,true,true,"30634036,33904862,35239109,36650328,36698062,37688515,38328915,38700866,38878995,38936015,38995194,39037794,39134907","35239109,36650328,37688515,38328915,38995194","linked_at_registration,google_scholar,nct_match,pubmed_naive,pubmed_enhanced",undefined
NCT03052231,false,true,"31235360,36734528,36989170",,,undefined
NCT01726075,true,true,"27054695,27628581,28663190,28785768,29464407,30389750,31112610,38463624,38789412,39186637,39503993",31112610,"pubmed_enhanced,google_scholar",undefined
NCT00033150,false,true,"20950285,24314335,24686460",,,undefined
NCT04352387,true,true,33413153,33413153,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02932436,true,true,"30075873,31400090,32618086,33167826,34939776,36763159,36799420,37839109,37969333",36763159,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01252680,true,true,"22537990,29029942",22537990,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03179059,false,true,null,,,undefined
NCT01967381,false,true,"37484677,38006674,38501083,38740269,38815466,38915540",,,undefined
NCT00088829,false,true,null,,,undefined
NCT02831660,false,true,"29089725,30573284,30586692,31955706,32152956,36336118,37554390",,,undefined
NCT01862081,true,true,"24333502,25109950,29100327,30103105,30318472,31368034,32767201,35761360",31368034,"google_scholar,nct_match",undefined
NCT02458352,false,true,null,,,undefined
NCT06308861,false,true,null,,,undefined
NCT01947855,true,true,"24991224,25633683,25941565,27929674,29285488,31444706,34544199,34617381,35472672,36864540,37256921","25633683,31444706","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02613975,false,true,"34224640,37020833,37964259,38458422,38458426",,,undefined
NCT00883519,false,true,null,,,undefined
NCT00891774,false,true,36850304,,,undefined
NCT03616925,true,true,"35172029,35466289,39109750","35466289,39109750","pubmed_naive,google_scholar",undefined
NCT00338455,true,true,17540193,17540193,google_scholar,undefined
NCT00680966,false,true,null,,,undefined
NCT01723254,false,true,"28132528,34456900",,,undefined
NCT00488865,true,true,20598570,20598570,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02375074,true,true,"27422271,30326872,31170299","30326872,31170299","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03277352,false,true,"29951308,30423148,30605718,30698862,32130970,32415713,32663441,32817129,33091814,34763593,39490481,39497649,39507039",,,undefined
NCT01665924,false,true,30088677,,,undefined
NCT01203956,false,true,null,,,undefined
NCT03834870,true,true,33574738,33574738,"pubmed_naive,pubmed_enhanced",undefined
NCT01641575,false,true,"27960273,37037397",,,undefined
NCT04723849,false,true,"35216415,35888763,38258783,38929286,39200287,39308591,39334589,39390753",,,undefined
NCT00567476,true,true,"23812924,24267198,27507234,28284319,28497924,28708944,34784547,36254180,37332525,37360967,39506193","28284319,28497924",pubmed_naive,undefined
NCT01471379,false,true,35145413,,,undefined
NCT01238419,false,true,null,,,undefined
NCT02048709,true,true,"26110550,27215705,27471617,28365507,29037255,29921320,30185133,30659394,32934882,33928928,34929198",29921320,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01582841,true,true,"25043945,25070057,28176204,31890059,35436948,38838280","28176204,35436948",pubmed_enhanced,undefined
NCT01205880,true,true,"21283920,21877508,22106730,26329774,33845737","21877508,22106730",pubmed_naive,undefined
NCT00205634,false,true,"32544353,36219122,36342177,37429048,37820951,38247856",,,undefined
NCT03969043,false,true,null,,,undefined
NCT01511991,true,true,26577248,26577248,"pubmed_enhanced,google_scholar",undefined
NCT01841151,true,true,"24632046,32497051,34478006,35034510,39397184,39493886,39510775","34478006,35034510,39493886","pubmed_enhanced,google_scholar",undefined
NCT02664688,true,true,"33792726,33813681,35221307,36977642,38329587,38602844","33792726,36977642","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03830489,true,true,"33829030,36870478","33829030,36870478","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01518894,false,true,"25243609,26111766,26205290,34358693",,,undefined
NCT05155943,false,true,null,,,undefined
NCT00393991,true,true,"23078148,23273163,25575940,27104231,27117798",23078148,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00960349,true,true,"19499092,21853311,24858418",21853311,google_scholar,undefined
NCT04345926,true,true,"33060553,33235492,36405604,36570543,36817762,37965706",33060553,google_scholar,undefined
NCT00006486,false,true,"27488398,28801101,36410063,38373691",,,undefined
NCT01984346,true,true,"32416333,33045430,33185144,34777825,36873309,38590997","33045430,33185144,34777825,36873309,38590997","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00353808,false,true,26472477,,,undefined
NCT01523886,true,true,"23461992,24977638,26954253,27043491,28552090,31689267,34507758","23461992,24977638","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT05393414,false,true,"35341926,35797680,36082284,38721400,39437502",,,undefined
NCT02422082,true,true,"29926979,30054657,31649646,36261538,39105786,39106069,39236248,39365433,39411912","29926979,36261538",google_scholar,undefined
NCT03564119,true,true,"33759078,37636253,38418773,39376127,39445322",37636253,"pubmed_naive,google_scholar,nct_match",undefined
NCT00207493,false,true,"17030286,18354341",,,undefined
NCT00212095,true,true,"20430905,21223639,27487140,29540829,32165494,33062889,35256933,36067975",20430905,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04392232,false,true,"32929403,33285298,34229864,36560555,37162745,39067517",,,undefined
NCT03855228,false,true,null,,,undefined
NCT00217984,true,true,"18783039,22014532,25772434,26036602,26392127,27878808,28627790,28629433,31009832",22014532,google_scholar,undefined
NCT02532686,false,true,"36368055,38879276,38914860,38915121,39384087",,,undefined
NCT01749514,true,true,"28870615,31939073,33687432,35998303,36485128","28870615,33687432,35998303","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT05240703,false,true,null,,,undefined
NCT00402610,true,true,12809582,12809582,"linked_at_registration,pubmed_naive",undefined
NCT03065868,true,true,"31974914,38369411,38416240,38575589,38641427,39375058",31974914,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04024813,false,true,"32539376,33524529,33604256,35040733,39218275,39404413,39501575",,,undefined
NCT00598689,false,true,"23838019,32186673,33217969,33808966,34283675,34602085",,,undefined
NCT00644046,true,true,"25398129,35958399,36249758,38024876,39308649",25398129,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04531761,false,true,"37482225,38312450,38421763,39250277,39365658",,,undefined
NCT01549509,false,true,"22997233,25197078",,,undefined
NCT00992147,true,true,"20831449,21040869,21575095,21607134,24807467,27057174,28117680,34829853,39219723",21575095,pubmed_enhanced,undefined
NCT00955045,false,true,"22233485,23700273,24687255,25637088,31898792,33861641",,,undefined
NCT02289417,true,true,"27371134,31312042,31485004,31926340,32171056,32598438,32661321,35127382,37386288,37854602,38269487",31926340,"linked_at_registration,pubmed_naive,pubmed_enhanced,nct_match",undefined
NCT00286325,true,true,"23732750,24461673,30467542,33297481,34756580,34955289,37614956,37881435,37897588,37991748,38978534,39050843,39297242,39359305","23732750,24461673",pubmed_enhanced,undefined
NCT00720915,true,true,"20956709,21536944,22143233,25560712,27354153,29490924,31033194,31838139,35679460,35877546,37643419,37801772,38625997","25560712,27354153,31033194,37801772","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00409292,true,true,"19047305,25977074,26369833,27051587,33729700,34514722,37628814,37700806",19047305,"linked_at_registration,pubmed_enhanced,google_scholar",undefined
NCT00174941,false,true,"29527974,29848361,30073793,35536764,37460856",,,undefined
NCT01514864,false,true,"22787415,23521020,24128713,24296828,24704448,24828669,25173530,25563357,26102443,39391239",,,undefined
NCT03403634,false,true,"31554927,32934877,33316289,33400000,36479129,38037341",,,undefined
NCT00242606,true,true,"22595362,38970892,39306983,39476702,39510017",22595362,"linked_at_registration,google_scholar,nct_match",undefined
NCT01030640,false,true,"21802499,25073573,25527218,27264679,29361112,32367021,36498919",,,undefined
NCT02147431,true,true,"29893488,30788808,34993760,38309591",29893488,"linked_at_registration,google_scholar",undefined
NCT01398982,true,true,"24325953,25347623,34926075,37220228,38315156",25347623,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT05338372,false,true,"39117797,39128456,39203800,39271484,39311899",,,undefined
NCT04181502,false,true,null,,,undefined
NCT01939028,true,true,33027722,33027722,pubmed_naive,undefined
NCT01897454,true,true,"24800173,26299994,27931968,28620900,36221952,37210048,37927936,37937003,38036745,38395676",36221952,"linked_at_registration,google_scholar,nct_match",undefined
NCT03577106,false,true,"37718134,38018143,38277066,38490473,38523701,38607772,38823204,39059465,39151757,39349179",,,undefined
NCT02907359,false,true,"30328139,30352953,30545832,31020568,31156799,33407852,33545740,33762100,36458426,38231126",,,undefined
NCT02958813,true,true,"33137103,39261950,39365582,39423853,39478875,39502582",33137103,google_scholar,undefined
NCT01918111,false,true,"25646301,34806762,37738507",,,undefined
NCT03214224,false,true,"39170851,39196396,39210549,39258588,39511965",,,undefined
NCT00098059,true,true,19273678,19273678,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01313910,true,true,23660579,23660579,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01083758,false,true,33845737,,,undefined
NCT03111927,true,true,"35242798,36794260,36931756,37686785,37892514,37960278,39165140,39373619,39481326","35242798,36931756,37892514","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01834417,false,true,"30220566,34202655",,,undefined
NCT00393848,false,true,null,,,undefined
NCT01346696,false,true,null,,,undefined
NCT00647972,false,true,null,,,undefined
NCT01968291,true,true,"26617669,37997187,38276937,38497320,39308229,39313955",26617669,pubmed_enhanced,undefined
NCT02634515,false,true,34861004,,,undefined
NCT02422108,true,true,"33893301,39280787,39383870,39413244","33893301,39383870","google_scholar,pubmed_naive",undefined
NCT04309110,false,true,null,,,undefined
NCT02158780,true,true,"26946945,33021443",33021443,"pubmed_enhanced,google_scholar",undefined
NCT01119508,true,true,"21668044,21930211,22077831,22267918,23390376,23862981,25654738,26673806,28612140,29401100,30605822,32092958,35874875,36569151,37338166",28612140,pubmed_naive,undefined
NCT02429713,true,true,"25639046,26745962,32498485,33795174","26745962,33795174","pubmed_enhanced,google_scholar",undefined
NCT00388115,false,true,"23671734,25049447",,,undefined
NCT01432028,true,true,"22901973,23046709,25017924,34621710,36229278,36417642,36793638,37232940","22901973,23046709,25017924","linked_at_registration,google_scholar,nct_match",undefined
NCT01885338,false,true,39406998,,,undefined
NCT00013390,false,true,"16180969,21609915,23341277,31791396",,,undefined
NCT02593305,true,true,"27373229,28971842,29864505,33211592,33449848,36154488,36326473,36364742,37650140,37767553","27373229,28971842,29864505","pubmed_enhanced,google_scholar",undefined
NCT00302913,false,true,"19472347,21884870",,,undefined
NCT05163912,false,true,39006443,,,undefined
NCT00765336,false,true,null,,,undefined
NCT03093038,true,true,"35485295,39160668",35485295,google_scholar,undefined
NCT04557189,false,true,null,,,undefined
NCT00083694,false,true,"12152995,38754915,38976876,39091915,39304585,39386214",,,undefined
NCT05710939,false,true,"36261749,36763830,36829394,37847257,39197349",,,undefined
NCT01043341,false,true,"39469207,39492620",,,undefined
NCT00689403,false,true,null,,,undefined
NCT03027609,false,true,"30388058,33881487,33894131,35880080,36551918,36905763,37110338,37377972,37498223,37902243",,,undefined
NCT00548600,false,true,null,,,undefined
NCT00436085,true,true,"18356607,25491946,26032304,28291302,34328442,35576574",18356607,google_scholar,undefined
NCT04668469,false,true,"33886017,34169568,34284268,34372498,34418758,34659259,34906319,34977851,36651515,37193304",,,undefined
NCT01330056,false,true,"31058091,38986728,39266493,39356358,39361147",,,undefined
NCT01029951,true,true,"18394493,20618936,25035795,26644909",20618936,pubmed_enhanced,undefined
NCT00231608,false,true,"21481449,38723646",,,undefined
NCT02278627,false,true,null,,,undefined
NCT03652961,false,true,38161868,,,undefined
NCT02292472,false,true,null,,,undefined
NCT03198156,false,true,"30277963,31676301,31736732,31888011,32290078,36921459",,,undefined
NCT00981955,true,true,"20182040,25761837",25761837,"pubmed_naive,pubmed_enhanced",undefined
NCT04101422,true,true,"33277653,35834198,36345961","35834198,36345961","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00056277,false,true,"15680200,16129425,19754456,28652744,34523118,35909213,38837220,38857159,39202495,39353513,39508717",,,undefined
NCT00077883,false,true,"17907762,34098035",,,undefined
NCT02559921,true,true,"35172707,36016106,36123259,36472472",36123259,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04718714,false,true,34721015,,,undefined
NCT02570724,false,true,29420792,,,undefined
